slug,name,font_type,merchant_block_position,logo_placement,divider_style,total_divider_style,total_emphasis,layout_signature,money_row_order,quantity_column,barcode_placement,number_format,background_type,header_alignment,section_count
Best-Buy-Receipt-example-with-Canon-PowerShot-G7-X-Mark-III-and-1-more-items-totalling-1652-dollars-99-cents,Best Buy Receipt example with Canon PowerShot G7 X Mark III and 1 more items totalling 1652 dollars 99 cents,UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,6
Best-Buy-Receipt-example-with-Canon-RF-24-105mm-f4L-IS-USM-lens-and-3-more-items-totalling-dollar1413.99,"Best Buy Receipt example with Canon RF 24-105mm f/4L IS USM lens and 3 more items totalling $1,413.99",UNSET,TOP,TOP,DASHES,DASHES,PERCENT_10,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,5
Best-Buy-Receipt-example-with-HP-Latitude-Laptop-and-1-more-item-totalling-800-dollars-80-cents,Best Buy Receipt example with HP Latitude Laptop and 1 more item totalling 800 dollars 80 cents,UNSET,TOP,TOP,EMPTY,NONE,PERCENT_10,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,UNSET,UNSET,CENTER,7
Best-Buy-Receipt-example-with-Iphone-12-Pro-Max-128Gb-and-3-more-items-totalling-dollar1149,"Best Buy Receipt example with Iphone 12 Pro Max 128Gb and 3 more items totalling $1,149",UNSET,TOP,TOP,DASHES,DASHES,PERCENT_10,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,5
Best-Buy-Receipt-example-with-Iphone-16-pro-max-total-of-1220-dollars-66-cents,"Best Buy Receipt example with Iphone 16 pro max, total of 1220 dollars 66 cents",UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,UNSET,UNSET,CENTER,6
Best-Buy-Receipt-example-with-Logitech-MK470-Fullsize-and-1-more-item-totalling-dollar43.54,Best Buy Receipt example with Logitech MK470 Fullsize and 1 more item totalling $43.54,UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER,PRESENT,NONE,UNSET,UNSET,CENTER,6
Best-Buy-Receipt-example-with-Sony-WF1000XM5-In-Ear-Noise-Cancelling-True-Wireless-Earbuds-and-1-more-items-totalling-416-dollars-36-cents,Best Buy Receipt example with Sony WF1000XM5 In-Ear Noise Cancelling True Wireless Earbuds and 1 more items totalling 416 dollars 36 cents,UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,6
Best-Buy-Receipt,Best Buy Receipt,UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,UNSET,UNSET,CENTER,6
Best-Buy-Sales-Receipt,Best Buy Sales Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|BARCODE|CUSTOM|PAYMENT|CUSTOM,SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,5
Best-Havasu-Hardware-Receipt,Best Havasu Hardware Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|PAYMENT|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Betty's-At-The-Kitch-Receipt,Betty's At The Kitch Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
BevMo!-Receipt,BevMo! Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Biedronka-Receipt,Biedronka Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|CUSTOM|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM|ITEMS|BARCODE|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,15
Big-Bowl-Receipt,Big Bowl Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Big-Lots-Receipt,Big Lots Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|BARCODE|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Bill's-Receipt,Bill's Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Billa-Receipt,Billa Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Binion's-Road-House-Receipt,Binion's Road House Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|PAYMENT|CUSTOM,ITEM>TAX>TOTAL,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Bipang-Ambawang-Receipt,Bipang Ambawang Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM>SUBTOTAL>TIP>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Bird-in-Hand-Receipt,Bird in Hand Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Bit's-n-Bob's-Receipt,Bit's n Bob's Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|PAYMENT|PAYMENT,ITEM>TOTAL>TENDER>CHANGE>TAX,NO_ITEMS,NONE,LEFT,CRUMPLED_1,LEFT,5
Blaze-Pizza-Receipt,Blaze Pizza Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Blend-Receipt,Blend Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,EQUALS,NONE,HEADER|ITEMS|CUSTOM|ITEMS,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Blue-Pine-Receipt,Blue Pine Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|CUSTOM|ITEMS,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Bojangles-Receipt,Bojangles Receipt,UNSET,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|PAYMENT|CUSTOM,ITEM>TAX>TENDER>CHANGE,NO_ITEMS,NONE,UNSET,UNSET,CENTER,6
Bollywood-Parks-Dubai-Receipt,Bollywood Parks Dubai Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Bon-Bini-Supermarket-Receipt,Bon Bini Supermarket Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,10
Bonefish-Grill-Receipt,Bonefish Grill Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|RESTAURANT|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Books-A-Million-Receipt,Books-A-Million Receipt ,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,8
Boots-Receipt,Boots Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,6
Bosley's-Pet-Valu-Receipt,Bosley’s - Pet Valu Receipt,MERCHANT_COPY,TOP,TOP,STARS,STARS,NONE,HEADER|ITEMS|CUSTOM|CUSTOM,ITEM>TAX>TOTAL>TENDER,PRESENT,NONE,LEFT,CRUMPLED_5,CENTER,4
Boston-Pizza-Receipt,Boston Pizza Receipt,MERCHANT_COPY,TOP,TOP,STARS,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Boulangerie-Patisserie-Sicard-Receipt,Boulangerie Patisserie Sicard Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|BARCODE|CUSTOM,ITEM,PRESENT,MIDDLE,LEFT,CRUMPLED_1,LEFT,7
Brasserie-Blanc-Receipt,Brasserie Blanc Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Brasserie-Lipp-Receipt,Brasserie Lipp Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Bravo-Supermarket-Receipt,Bravo Supermarket Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM>SUBTOTAL>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Brew-Cafe-Receipt,Brew Cafe Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|PAYMENT|PAYMENT|CUSTOM|PAYMENT|CUSTOM,ITEM>TOTAL>TENDER>TAX,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,8
Brico-Depot-Receipt,Brico Depot Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|BARCODE|CUSTOM|CUSTOM,ITEM,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,5
Bridgestone-receipt-example-with-Bridgestone-ALENZA-AS-ULTRA-Tires-Debit-card-and-1-more-items-totalling-6-dollars-39-cents,"Bridgestone receipt example with Bridgestone ALENZA AS ULTRA Tires, Debit card and 1 more items totalling 6 dollars 39 cents",MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|DATE|ITEMS|PAYMENT|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,UNSET,UNSET,CENTER,5
Brioche-Doree-Receipt,Brioche Dorée Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Bristol-Farms-Receipt,Bristol Farms Receipt,MERCHANT_COPY,TOP,TOP,STARS,NONE,NONE,HEADER|PAYMENT|CUSTOM|PAYMENT|CUSTOM|BARCODE|CUSTOM|CUSTOM,ITEM>TAX>TENDER>CHANGE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Brooklyn-Deli-and-Market-Receipt,Brooklyn Deli and Market Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|PAYMENT|PAYMENT|CUSTOM,ITEM>TOTAL,NO_ITEMS,NONE,LEFT,CRUMPLED_1,LEFT,6
Brookshire's-Receipt,Brookshire's Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Buc-ee's-Receipt,Buc-ee’s Receipt,MERCHANT_COPY,TOP,NONE,EMPTY,EMPTY,NONE,HEADER|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Buena-Vista-Deli-Receipt,Buena Vista Deli Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Buffalo-Wild-Wings-Receipt,Buffalo Wild Wings Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_4,CENTER,6
Bumps-Family-Restaurant-Receipt,Bumps Family Restaurant Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|PAYMENT|CUSTOM,META>ITEM>TOTAL,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,3
Bunnings-Warehouse-Receipt,Bunnings Warehouse Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Burberry-Receipt,Burberry Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_20,HEADER|CUSTOM|RESTAURANT|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Burger-King-Receipt,Burger King Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Burger-Oiz-Receipt,Burger Oiz Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
BurgerFi-Receipt,BurgerFi Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Burlington-Receipt,Burlington Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|BARCODE|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,11
Butter-Baby-Receipt,Butter Baby Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|PAYMENT|CUSTOM,ITEM>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
CARQUEST-Logo-Receipt,CARQUEST Logo Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
CVS-Pharmacy-Receipt-example-with-Cleaning-Wipes-and-1-more-item-totalling-9-dollars-71-cents,CVS Pharmacy Receipt example with Cleaning Wipes and 1 more item totalling 9 dollars 71 cents,UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,UNSET,UNSET,CENTER,6
CVS-Pharmacy-Receipt-example-with-Friskies-Tasty-Prime-Fillets-Assorted-Cat-Food-and-1-more-item-totalling-14-dollars-33-cents,CVS Pharmacy Receipt example with Friskies Tasty Prime Fillets Assorted Cat Food and 1 more item totalling 14 dollars 33 cents,UNSET,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,6
CVS-Pharmacy-Receipt-example-with-Pepto-Child-Tabs-Sprite-and-2-more-items-totalling-13-dollars-78-cents,"CVS Pharmacy Receipt example with Pepto Child Tabs, Sprite and 2 more items totalling 13 dollars 78 cents",UNSET,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|CUSTOM|BARCODE|PAYMENT,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,UNSET,UNSET,CENTER,6
CVS-Pharmacy-Receipt-example-with-Prescription-and-1-more-item-totalling-66-dollars-76-cents,CVS Pharmacy Receipt example with Prescription and 1 more item totalling 66 dollars 76 cents,FAKE_RECEIPT,TOP,TOP,STARS,NONE,NONE,HEADER|CUSTOM|ITEMS|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,NONE,LEFT,CRUMPLED_4,CENTER,5
CVS-Pharmacy-Receipt,CVS Pharmacy Receipt,UNSET,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,UNSET,UNSET,CENTER,6
Cabela's-Receipt,Cabela’s Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Cactus-Club-Cafe-Receipt,Cactus Club Cafe Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX,PRESENT,NONE,LEFT,CRUMPLED_1,LEFT,6
Cafe-Anjani-Receipt,Cafe Anjani Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Cafe-Obligado-Receipt,Café Obligado Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Cafe-Rouge-Receipt,Cafe Rouge Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Caffe-Nero-Receipt,Caffè Nero Receipt,MERCHANT_COPY,TOP,NONE,DASHES,EMPTY,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Caffellini-Receipt,Caffellini Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|PAYMENT|PAYMENT|PAYMENT|CUSTOM|CUSTOM,ITEM,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,7
Calvin-Klein-Receipt,Calvin Klein Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Canada-Goose-Receipt,Canada Goose Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,LEFT,4
Canada-Post-Receipt,Canada Post Receipt,MERCHANT_COPY,TOP,NONE,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Car-Detailing-Receipt,Car Detailing Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,EQUALS,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,8
Car-Rental-Receipt,Car Rental Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_50,HEADER|CUSTOM|DATE|CUSTOM|RESTAURANT|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,10
Car-Repair-Receipt,Car Repair Receipt,UNSET,TOP,TOP,DASHES,NONE,PERCENT_50,HEADER|DATE|RESTAURANT|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,UNSET,UNSET,CENTER,6
Car-Wash-Receipt,Car Wash Receipt,UNSET,TOP,TOP,DASHES,NONE,NONE,HEADER|DATE|ITEMS|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,BOTTOM,UNSET,UNSET,CENTER,5
Caraquet-IGA-Receipt,Caraquet IGA Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,4
Cardenas-Receipt,Cardenas Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Caribou-Coffee-Receipt,Caribou Coffee Receipt,FAKE_RECEIPT,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Carl's-Jr.-Receipt,Carl's Jr. Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Carpet-Cleaning-Receipt,Carpet Cleaning Receipt,MERCHANT_COPY,TOP,TOP,COLONS,STARS,PERCENT_50,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Carrabba's-Italian-Grill-Receipt,Carrabba's Italian Grill Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Carrefour-Receipt,Carrefour Receipt,MERCHANT_COPY,TOP,TOP,COLONS,DASHES,PERCENT_10,HEADER|ITEMS|PAYMENT|DATE|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Carrefour-Wetteren-Receipt,Carrefour Wetteren Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Cartier-Receipt,Cartier Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,PERCENT_20,HEADER|CUSTOM|ITEMS|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,5
Casey's-Corner-Receipt,Casey's Corner Receipt,MERCHANT_COPY,TOP,NONE,EQUALS,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Casey's-Receipt,Casey’s Receipt,MERCHANT_COPY,TOP,NONE,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,LEFT,3
Cash-App-Receipt,Cash App Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,3
Cash-Register-Receipt,Cash Register Receipt,MERCHANT_COPY,TOP,TOP,STARS,STARS,PERCENT_20,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
